Id	EssayText
14674	Three processes used by cells to control the movement of substances across the membrane are: the cytoplasm slowing the substances and acting like a jello to control the movement, endoplasmic reticulum, and the golgi apparatus.
14675	Process one- nuclear envelope and pores allow things to travel in and out of the nucleus. Process two- Cell membrane protects the cell and also decides what can go in and out of the cell.Process three- osmosis
14676	identitfy they have to idetitfy the bad guy firstdestroy they have to destroy the bad guy so it doesnt harm youremember they have to remember the bad guys so they wont harm you anymore
14677	Three processes the cell does is hypertension and hypotension.
14678	energy
14679	The gogli apparatus is orgenelle that allows ribosomes to flow in and out to go to different locations inside the cell.The nucleoulus produces ribosomes that carry nutrients to certain parts of the cell.The Smooth ER carries out substances to the nucleus of the cell.
14680	Cells use processes to move substances across the cell membrane. Three ways to do this are active, passive, and diffusion. Active transport requires energy, this may use transport protiens. Passive transport does not require energy, the molecules just pass through the membrane. And diffusion is the the net movement of particles from an area of high concentration to an area of low concentration.
14681	1.) homeostasis-it controls the temperature of the cell to help it survive2.)
14682	In the cell membrane there is a barrier that protects anything from coming in the cell or out of the cell.
14683	decomposing
14684	They pass through the golgi apparatus
14685	1. Selective Permiability - The cell lets in certain substances through the cell membrane.
14686	Diffusion- A substance small enough to just float across membraneIon channel- Ions travel through a specialized tube like structure in the membrane.Sodium Potassium Pump- Exchanges sodium and potassium to keep a set ammount inside the cell at all times.
14687	Metaphase, anaphase and telophase? i have no idea to be honest.
14688	crawl,slide.pull selves with phlagellum
14689	The cell membrane was made with small holes that let certain things in but not the unwanted to get through.The organells also blocked certain entrances.The RNA also stoped certain cells from going through.
14690	The chromosomes help move things acroos the cell, the chemicals, and the substanes in the cell help move
14691	One is the ability to reproduce so quickly.     Two the rate at which and finaly they are very hard to extinct.
14692	Osmosis is used by cells to control the movement of water across their cell membrane.Diffusion is used by the cells to keep the same throughout their membranes.Homeostasis occurs so that cells keep the same throughout their membranes.
14693	The cell uses different types of proteins such as transport protein to decide what comes in or out. They cell can uses moving organelles such as a flagella to move to keep things from entering.  It has a double phosolipid bilayer to keep items from just coming in.
